word,VERB,NOUN,PRON,ADJ,ADV,ADP,CONJ,DET,NUM,PRT,X,.
Pebworth,0,1,0,0,0,0,0,0,0,0,0,0
1607,0,0,0,0,0,0,0,0,2,0,0,0
Packwood,0,1,0,0,0,0,0,0,0,0,0,0
Broad,0,1,0,1,0,0,0,0,0,0,0,0
manor,0,2,0,0,0,0,0,0,0,0,0,0
1622,0,0,0,0,0,0,0,0,1,0,0,0
adults,0,15,0,0,0,0,0,0,0,0,0,0
dawn,0,14,0,0,0,0,0,0,0,0,0,0
Jim,0,23,0,0,0,0,0,0,0,0,0,0
Crow,0,1,0,0,0,0,0,0,0,0,0,0
not-less-deadly,0,0,0,1,0,0,0,0,0,0,0,0
Rust,0,1,0,0,0,0,0,0,0,0,0,0
herded,1,0,0,0,0,0,0,0,0,0,0,0
poetry,0,57,0,0,0,0,0,0,0,0,0,0
Doolittle,0,1,0,0,0,0,0,0,0,0,0,0
mortal,0,0,0,9,0,0,0,0,0,0,0,0
torn,17,0,0,0,0,0,0,0,0,0,0,0
musket,0,6,0,0,0,0,0,0,0,0,0,0
Isaac,0,8,0,0,0,0,0,0,0,0,0,0
Despite,0,0,0,0,0,24,0,0,0,0,0,0
declamatory,0,0,0,1,0,0,0,0,0,0,0,0
audiences,0,11,0,0,0,0,0,0,0,0,0,0
Strange,0,0,0,3,0,0,0,0,0,0,0,0
continuous,0,0,0,27,0,0,0,0,0,0,0,0
make-ready,0,1,0,0,0,0,0,0,0,0,0,0
Diron,0,1,0,0,0,0,0,0,0,0,0,0
D'Artaguette,0,3,0,0,0,0,0,0,0,0,0,0
trader,0,5,0,0,0,0,0,0,0,0,0,0
energetic,0,0,0,6,0,0,0,0,0,0,0,0
resourceful,0,0,0,2,0,0,0,0,0,0,0,0
aroused,12,0,0,0,0,0,0,0,0,0,0,0
ire,0,1,0,0,0,0,0,0,0,0,0,0
encompasses,1,0,0,0,0,0,0,0,0,0,0,0
expanse,0,3,0,0,0,0,0,0,0,0,0,0
vacation,1,38,0,0,0,0,0,0,0,0,0,0
contemplation,0,4,0,0,0,0,0,0,0,0,0,0
entertainment,0,24,0,0,0,0,0,0,0,0,0,0
spectacles,0,3,0,0,0,0,0,0,0,0,0,0
sorts,0,9,0,0,0,0,0,0,0,0,0,0
tourist,0,9,0,0,0,0,0,0,0,0,0,0
tailgate,0,1,0,0,0,0,0,0,0,0,0,0
sluice,0,2,0,0,0,0,0,0,0,0,0,0
I.Q.,0,5,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,3,0,0,0
3.5,0,0,0,0,0,0,0,0,1,0,0,0
Stanley,0,29,0,0,0,0,0,0,0,0,0,0
Segovia's,0,1,0,0,0,0,0,0,0,0,0,0
pupil,0,14,0,0,0,0,0,0,0,0,0,0
ample,0,0,0,14,0,0,0,0,0,0,0,0
Greenwich,0,16,0,0,0,0,0,0,0,0,0,0
zoned,1,0,0,0,0,0,0,0,0,0,0,0
classification,0,15,0,0,0,0,0,0,0,0,0,0
similar,0,0,0,104,0,0,0,0,0,0,0,0
petitioner,0,14,0,0,0,0,0,0,0,0,0,0
requested,7,0,0,0,0,0,0,0,0,0,0,0
benches,0,5,0,0,0,0,0,0,0,0,0,0
dried,15,0,0,0,0,0,0,0,0,0,0,0
Civil,0,0,0,35,0,0,0,0,0,0,0,0
veterans,0,4,0,0,0,0,0,0,0,0,0,0
Peony,0,2,0,0,0,0,0,0,0,0,0,0
beach,0,19,0,0,0,0,0,0,0,0,0,0
shred,1,1,0,0,0,0,0,0,0,0,0,0
hazardous,0,0,0,4,0,0,0,0,0,0,0,0
painfully,0,0,0,0,7,0,0,0,0,0,0,0
emerging,8,0,0,0,0,0,0,0,0,0,0,0
Production,0,5,0,0,0,0,0,0,0,0,0,0
broken,48,0,0,0,0,0,0,0,0,0,0,0
tractor,0,17,0,0,0,0,0,0,0,0,0,0
wrenches,1,1,0,0,0,0,0,0,0,0,0,0
tool-kit,0,1,0,0,0,0,0,0,0,0,0,0
kill,35,3,0,0,0,0,0,0,0,0,0,0
Dignity,0,1,0,0,0,0,0,0,0,0,0,0
reflecting,11,0,0,0,0,0,0,0,0,0,0,0
keynote,3,0,0,0,0,0,0,0,0,0,0,0
Heritage,0,5,0,0,0,0,0,0,0,0,0,0
antique,0,8,0,4,0,0,0,0,0,0,0,0
hindsight,0,2,0,0,0,0,0,0,0,0,0,0
Convenience,0,2,0,0,0,0,0,0,0,0,0,0
Matthew,0,4,0,0,0,0,0,0,0,0,0,0
21-22,0,0,0,0,0,0,0,0,1,0,0,0
self-deluded,0,0,0,1,0,0,0,0,0,0,0,0
Carolina,0,18,0,0,0,0,0,0,0,0,0,0
alumni,0,3,0,0,0,0,0,0,0,0,0,0
contributions,0,18,0,0,0,0,0,0,0,0,0,0
Shaw,0,7,0,0,0,0,0,0,0,0,0,0
flyer,0,2,0,0,0,0,0,0,0,0,0,0
visibility,0,3,0,0,0,0,0,0,0,0,0,0
check,26,22,0,0,0,0,0,0,0,0,0,0
mountains,0,26,0,0,0,0,0,0,0,0,0,0
intrude,1,0,0,0,0,0,0,0,0,0,0,0
Hudson,0,37,0,0,0,0,0,0,0,0,0,0
Skolman,0,2,0,0,0,0,0,0,0,0,0,0
saleslady,0,2,0,0,0,0,0,0,0,0,0,0
separates,3,0,0,0,0,0,0,0,0,0,0,0
Dewey,0,1,0,0,0,0,0,0,0,0,0,0
Urban,0,0,0,1,0,0,0,0,0,0,0,0
trotter,0,1,0,0,0,0,0,0,0,0,0,0
Orin,0,1,0,0,0,0,0,0,0,0,0,0
I.,0,13,0,0,0,0,0,0,0,0,0,0
latest,0,0,0,22,0,0,0,0,0,0,0,0
2:20,0,0,0,0,0,0,0,0,2,0,0,0
roared,12,0,0,0,0,0,0,0,0,0,0,0
dusty,0,0,0,12,0,0,0,0,0,0,0,0
Armour,0,1,0,0,0,0,0,0,0,0,0,0
lick,2,0,0,0,0,0,0,0,0,0,0,0
Guns,0,2,0,0,0,0,0,0,0,0,0,0
celebrations,0,2,0,0,0,0,0,0,0,0,0,0
theatre,0,15,0,0,0,0,0,0,0,0,0,0
soundproof,0,0,0,1,0,0,0,0,0,0,0,0
tousled,2,0,0,0,0,0,0,0,0,0,0,0
make-up,0,4,0,0,0,0,0,0,0,0,0,0
ending,21,3,0,0,0,0,0,0,0,0,0,0
schooldays,0,1,0,0,0,0,0,0,0,0,0,0
wiping,4,0,0,0,0,0,0,0,0,0,0,0
oiled,3,0,0,0,0,0,0,0,0,0,0,0
cloth,0,24,0,0,0,0,0,0,0,0,0,0
discourage,6,0,0,0,0,0,0,0,0,0,0,0
rusting,0,1,0,0,0,0,0,0,0,0,0,0
quill,0,6,0,0,0,0,0,0,0,0,0,0
naughtier,0,0,0,1,0,0,0,0,0,0,0,0
TV,0,21,0,0,0,0,0,0,0,0,0,0
manufacturing,12,0,0,0,0,0,0,0,0,0,0,0
Representing,1,0,0,0,0,0,0,0,0,0,0,0
Ligne,0,1,0,0,0,0,0,0,0,0,0,0
Stick,2,0,0,0,0,0,0,0,0,0,0,0
preaching,8,7,0,0,0,0,0,0,0,0,0,0
Gospel,0,4,0,0,0,0,0,0,0,0,0,0
uninterrupted,0,0,0,4,0,0,0,0,0,0,0,0
Dill,0,6,0,0,0,0,0,0,0,0,0,0
anatomical,0,2,0,5,0,0,0,0,0,0,0,0
Multiply,4,0,0,0,0,0,0,0,0,0,0,0
Trout,0,2,0,0,0,0,0,0,0,0,0,0
superlatives,0,1,0,0,0,0,0,0,0,0,0,0
academically,0,0,0,0,5,0,0,0,0,0,0,0
demanding,13,1,0,1,0,0,0,0,0,0,0,0
blow,7,19,0,0,0,0,0,0,0,0,0,0
king,0,18,0,0,0,0,0,0,0,0,0,0
exaggerated,11,0,0,0,0,0,0,0,0,0,0,0
wiggle,0,1,0,0,0,0,0,0,0,0,0,0
mask,1,6,0,0,0,0,0,0,0,0,0,0
forehead,0,10,0,0,0,0,0,0,0,0,0,0
damnit,0,0,0,0,0,0,0,0,0,1,0,0
trigger-happy,0,0,0,2,0,0,0,0,0,0,0,0
Carroll,0,14,0,0,0,0,0,0,0,0,0,0
bucking,4,0,0,0,0,0,0,0,0,0,0,0
navy,0,5,0,1,0,0,0,0,0,0,0,0
disclosed,11,0,0,0,0,0,0,0,0,0,0,0
Gee's,0,1,0,0,0,0,0,0,0,0,0,0
Kremlin,0,9,0,0,0,0,0,0,0,0,0,0
anti-submarine,0,0,0,2,0,0,0,0,0,0,0,0
relationships,0,27,0,0,0,0,0,0,0,0,0,0
illustrated,20,0,0,0,0,0,0,0,0,0,0,0
correlate,2,0,0,0,0,0,0,0,0,0,0,0
Election,0,4,0,0,0,0,0,0,0,0,0,0
Taylor,0,10,0,0,0,0,0,0,0,0,0,0
Stock,0,8,0,0,0,0,0,0,0,0,0,0
Exchange,0,8,0,0,0,0,0,0,0,0,0,0
P.,0,33,0,0,0,0,0,0,0,0,0,0
Phelan,0,1,0,0,0,0,0,0,0,0,0,0
nails,0,9,0,0,0,0,0,0,0,0,0,0
rustproof,0,0,0,1,0,0,0,0,0,0,0,0
aluminum,0,16,0,0,0,0,0,0,0,0,0,0
bills,0,33,0,0,0,0,0,0,0,0,0,0
cowpuncher,0,1,0,0,0,0,0,0,0,0,0,0
honestly,0,0,0,0,9,0,0,0,0,0,0,0
corpse,0,6,0,0,0,0,0,0,0,0,0,0
blockade,0,10,0,0,0,0,0,0,0,0,0,0
One-day,0,1,0,0,0,0,0,0,0,0,0,0
conferences,0,15,0,0,0,0,0,0,0,0,0,0
Fighting,7,0,0,0,0,0,0,0,0,0,0,0
Seventh,0,0,0,11,0,0,0,0,0,0,0,0
honesty,0,6,0,0,0,0,0,0,0,0,0,0
scissoring,0,1,0,0,0,0,0,0,0,0,0,0
trim,5,5,0,3,0,0,0,0,0,0,0,0
tucked,3,0,0,0,0,0,0,0,0,0,0,0
smoothing,1,0,0,0,0,0,0,0,0,0,0,0
skirt,2,14,0,0,0,0,0,0,0,0,0,0
Unfortunately,0,0,0,0,13,0,0,0,0,0,0,0
friendlier,0,0,0,2,0,0,0,0,0,0,0,0
unexpected,0,0,0,15,0,0,0,0,0,0,0,0
Cultural,0,0,0,6,0,0,0,0,0,0,0,0
re-emergence,0,1,0,0,0,0,0,0,0,0,0,0
Abstract,0,0,0,4,0,0,0,0,0,0,0,0
Realism,0,1,0,0,0,0,0,0,0,0,0,0
regaining,2,0,0,0,0,0,0,0,0,0,0,0
dominance,0,8,0,0,0,0,0,0,0,0,0,0
Fridays,0,2,0,0,0,0,0,0,0,0,0,0
frequency,0,17,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,5,0,0,0
appearing,11,0,0,0,0,0,0,0,0,0,0,0
differences,0,62,0,0,0,0,0,0,0,0,0,0
peculiar,0,0,0,20,0,0,0,0,0,0,0,0
tortured,7,0,0,0,0,0,0,0,0,0,0,0
historian,0,22,0,0,0,0,0,0,0,0,0,0
Lucy,0,26,0,0,0,0,0,0,0,0,0,0
grub,0,1,0,0,0,0,0,0,0,0,0,0
match,20,10,0,0,0,0,0,0,0,0,0,0
flame,3,10,0,0,0,0,0,0,0,0,0,0
inn,0,4,0,0,0,0,0,0,0,0,0,0
weir,0,2,0,0,0,0,0,0,0,0,0,0
Byron,0,11,0,0,0,0,0,0,0,0,0,0
greeted,15,0,0,0,0,0,0,0,0,0,0,0
landlord,0,6,0,0,0,0,0,0,0,0,0,0
obsequious,0,0,0,2,0,0,0,0,0,0,0,0
deference,0,4,0,0,0,0,0,0,0,0,0,0
addressed,15,0,0,0,0,0,0,0,0,0,0,0
milord,0,0,0,0,0,0,0,0,0,0,1,0
shorten,3,0,0,0,0,0,0,0,0,0,0,0
accounting,3,4,0,0,0,0,0,0,0,0,0,0
gap,0,11,0,0,0,0,0,0,0,0,0,0
Borden,0,15,0,0,0,0,0,0,0,0,0,0
bump,3,0,0,0,0,0,0,0,0,0,0,0
fille,0,0,0,0,0,0,0,0,0,0,3,0
chambre,0,0,0,0,0,0,0,0,0,0,1,0
Iodination,0,1,0,0,0,0,0,0,0,0,0,0
tyrosine,0,2,0,0,0,0,0,0,0,0,0,0
synthesis,0,12,0,0,0,0,0,0,0,0,0,0
Alex's,0,7,0,0,0,0,0,0,0,0,0,0
lap,0,12,0,0,0,0,0,0,0,0,0,0
Democratic,0,0,0,45,0,0,0,0,0,0,0,0
appreciation,0,18,0,0,0,0,0,0,0,0,0,0
zoning,3,1,0,0,0,0,0,0,0,0,0,0
rumors,0,3,0,0,0,0,0,0,0,0,0,0
separation,0,15,0,0,0,0,0,0,0,0,0,0
willow,0,6,0,0,0,0,0,0,0,0,0,0
catkin,0,1,0,0,0,0,0,0,0,0,0,0
Dunbar,0,1,0,0,0,0,0,0,0,0,0,0
impressive,0,0,0,35,0,0,0,0,0,0,0,0
harm,0,19,0,0,0,0,0,0,0,0,0,0
out-of-doors,0,3,0,0,2,0,0,0,0,0,0,0
bitterness,0,12,0,0,0,0,0,0,0,0,0,0
inexcusable,0,0,0,1,0,0,0,0,0,0,0,0
ignorance,0,10,0,0,0,0,0,0,0,0,0,0
diplomacy,0,11,0,0,0,0,0,0,0,0,0,0
purges,0,2,0,0,0,0,0,0,0,0,0,0
Poland,0,22,0,0,0,0,0,0,0,0,0,0
Baltic,0,2,0,1,0,0,0,0,0,0,0,0
contemplate,6,0,0,0,0,0,0,0,0,0,0,0
treating,7,0,0,0,0,0,0,0,0,0,0,0
layering,2,0,0,0,0,0,0,0,0,0,0,0
oh,0,0,0,0,0,0,0,0,0,10,0,0
Calls,2,0,0,0,0,0,0,0,0,0,0,0
Part,0,23,0,0,0,0,0,0,0,0,0,0
foggy,0,0,0,2,0,0,0,0,0,0,0,0
hospital,0,41,0,0,0,0,0,0,0,0,0,0
youthful,0,0,0,8,0,0,0,0,0,0,0,0
deceives,1,0,0,0,0,0,0,0,0,0,0,0
rouge,0,1,0,0,0,0,0,0,0,0,0,0
dyed,1,0,0,0,0,0,0,0,0,0,0,0
feelings,0,41,0,0,0,0,0,0,0,0,0,0
invulnerability,0,1,0,0,0,0,0,0,0,0,0,0
illusions,0,5,0,0,0,0,0,0,0,0,1,0
2130,0,0,0,0,0,0,0,0,1,0,0,0
we're,0,0,0,0,0,0,0,0,0,27,0,0
cheap,0,0,0,16,1,0,0,0,0,0,0,0
two-timing,1,0,0,0,0,0,0,0,0,0,0,0
Van,0,16,0,0,0,0,0,0,0,0,0,0
Brocklin,0,2,0,0,0,0,0,0,0,0,0,0
quarterback,0,3,0,0,0,0,0,0,0,0,0,0
Vikings,0,3,0,0,0,0,0,0,0,0,0,0
washing,24,5,0,0,0,0,0,0,0,0,0,0
isolation,0,11,0,0,0,0,0,0,0,0,0,0
momentary,0,0,0,4,0,0,0,0,0,0,0,0
Fellini,0,2,0,0,0,0,0,0,0,0,0,0
crowd,1,33,0,0,0,0,0,0,0,0,0,0
stone,0,27,0,0,0,0,0,0,0,0,0,0
3-cm,0,2,0,0,0,0,0,0,0,0,0,0
emission,0,22,0,0,0,0,0,0,0,0,0,0
lunation,0,2,0,0,0,0,0,0,0,0,0,0
8.6-mm,0,1,0,0,0,0,0,0,0,0,0,0
explanation,0,27,0,0,0,0,0,0,0,0,0,0
Piddington,0,3,0,0,0,0,0,0,0,0,0,0
Minnett,0,3,0,0,0,0,0,0,0,0,0,0
shorts,0,24,0,0,0,0,0,0,0,0,0,0
ruled,19,0,0,0,0,0,0,0,0,0,0,0
asserted,12,0,0,0,0,0,0,0,0,0,0,0
Judgments,0,1,0,0,0,0,0,0,0,0,0,0
rendered,22,0,0,0,0,0,0,0,0,0,0,0
buyers',0,1,0,0,0,0,0,0,0,0,0,0
extraction,0,2,0,0,0,0,0,0,0,0,0,0
Leavitt,0,4,0,0,0,0,0,0,0,0,0,0
warehouseman's,0,1,0,0,0,0,0,0,0,0,0,0
teamsters,0,7,0,0,0,0,0,0,0,0,0,0
salesman's,0,1,0,0,0,0,0,0,0,0,0,0
janitors',0,3,0,0,0,0,0,0,0,0,0,0
bottling,1,0,0,0,0,0,0,0,0,0,0,0
workers',0,3,0,0,0,0,0,0,0,0,0,0
negativism,0,1,0,0,0,0,0,0,0,0,0,0
noticeable,0,0,0,10,0,0,0,0,0,0,0,0
vain,0,0,0,7,0,0,0,0,0,0,0,0
veers,1,0,0,0,0,0,0,0,0,0,0,0
firmness,0,2,0,0,0,0,0,0,0,0,0,0
flexibility,0,11,0,0,0,0,0,0,0,0,0,0
congressional,0,0,0,10,0,0,0,0,0,0,0,0
federal-question,0,1,0,0,0,0,0,0,0,0,0,0
depart,7,0,0,0,0,0,0,0,0,0,0,0
ranged,16,0,0,0,0,0,0,0,0,0,0,0
belongings,0,4,0,0,0,0,0,0,0,0,0,0
bureau,0,10,0,0,0,0,0,0,0,0,0,0
linen,0,6,0,0,0,0,0,0,0,0,0,0
Hitching,1,0,0,0,0,0,0,0,0,0,0,0
cartridge,0,4,0,0,0,0,0,0,0,0,0,0
upward,0,0,0,1,18,0,0,0,0,0,0,0
briefly,0,0,0,0,28,0,0,0,0,0,0,0
sublime,0,1,0,0,0,0,0,0,0,0,0,0
ridiculous,0,0,0,13,0,0,0,0,0,0,0,0
Barney,0,7,0,0,0,0,0,0,0,0,0,0
Light,1,6,0,2,0,0,0,0,0,0,0,0
blackboard,0,2,0,0,0,0,0,0,0,0,0,0
tug-of-war,0,2,0,0,0,0,0,0,0,0,0,0
corkscrew,0,3,0,0,0,0,0,0,0,0,0,0
chipped,4,0,0,0,0,0,0,0,0,0,0,0
putt,0,3,0,0,0,0,0,0,0,0,0,0
par,0,8,0,0,0,0,0,0,0,0,1,0
ephemeral,0,0,0,4,0,0,0,0,0,0,0,0
registering,4,0,0,0,0,0,0,0,0,0,0,0
respiration,0,1,0,0,0,0,0,0,0,0,0,0
Instruments,0,1,0,0,0,0,0,0,0,0,0,0
Jackman,0,1,0,0,0,0,0,0,0,0,0,0
Barnes,0,7,0,0,0,0,0,0,0,0,0,0
Reiss,0,1,0,0,0,0,0,0,0,0,0,0
Atlanta's,0,3,0,0,0,0,0,0,0,0,0,0
Morehouse,0,1,0,0,0,0,0,0,0,0,0,0
halfback,0,6,0,0,0,0,0,0,0,0,0,0
Barstow,0,2,0,0,0,0,0,0,0,0,0,0
Island's,0,7,0,0,0,0,0,0,0,0,0,0
canonized,1,0,0,0,0,0,0,0,0,0,0,0
saint,0,9,0,0,0,0,0,0,0,0,0,0
Harper's,0,3,0,0,0,0,0,0,0,0,0,0
Ferry,0,6,0,0,0,0,0,0,0,0,0,0
Arianist,0,1,0,0,0,0,0,0,0,0,0,0
lower,5,0,0,64,4,0,0,0,0,0,0,0
grades,0,14,0,0,0,0,0,0,0,0,0,0
Stagecoach,0,1,0,0,0,0,0,0,0,0,0,0
Days,0,5,0,0,0,0,0,0,0,0,0,0
theme,0,38,0,0,0,0,0,0,0,0,0,0
Chisholm,0,2,0,0,0,0,0,0,0,0,0,0
Trail,0,2,0,0,0,0,0,0,0,0,0,0
Join,3,0,0,0,0,0,0,0,0,0,0,0
scoring,2,1,0,0,0,0,0,0,0,0,0,0
reinforcing,2,0,0,0,0,0,0,0,0,0,0,0
coil,0,6,0,0,0,0,0,0,0,0,0,0
post-war,0,0,0,7,0,0,0,0,0,0,0,0
choosing,9,0,0,0,0,0,0,0,0,0,0,0
temperatures,0,16,0,0,0,0,0,0,0,0,0,0
voltages,0,2,0,0,0,0,0,0,0,0,0,0
Abel,0,15,0,0,0,0,0,0,0,0,0,0
insistent,0,0,0,7,0,0,0,0,0,0,0,0
contrition,0,1,0,0,0,0,0,0,0,0,0,0
blotted,2,0,0,0,0,0,0,0,0,0,0,0
shameful,0,0,0,2,0,0,0,0,0,0,0,0
covetousness,0,2,0,0,0,0,0,0,0,0,0,0
T'ai-Shan,0,1,0,0,0,0,0,0,0,0,0,0
Shantung,0,1,0,0,0,0,0,0,0,0,0,0
laying,5,0,0,0,0,0,0,0,0,0,0,0
wreath,0,6,0,0,0,0,0,0,0,0,0,0
crypt,0,1,0,0,0,0,0,0,0,0,0,0
Pike,0,27,0,0,0,0,0,0,0,0,0,0
advancing,4,0,0,0,0,0,0,0,0,0,0,0
corps,0,16,0,0,0,0,0,0,0,0,5,0
Quality,0,2,0,0,0,0,0,0,0,0,0,0
vitally,0,0,0,0,5,0,0,0,0,0,0,0
dealing,32,0,0,0,0,0,0,0,0,0,0,0
aggression,0,6,0,0,0,0,0,0,0,0,0,0
spokesmen,0,10,0,0,0,0,0,0,0,0,0,0
insist,24,0,0,0,0,0,0,0,0,0,0,0
institute,1,4,0,0,0,0,0,0,0,0,0,0
behalf,0,14,0,0,0,0,0,0,0,0,0,0
Something,0,22,0,0,0,0,0,0,0,0,0,0
engraving,0,2,0,0,0,0,0,0,0,0,0,0
Magazine,0,3,0,0,0,0,0,0,0,0,0,0
herewith,0,0,0,0,1,0,0,0,0,0,0,0
silly,0,0,0,12,0,0,0,0,0,0,0,0
artificial,0,0,0,14,0,0,0,0,0,0,0,0
Chabrier,0,2,0,0,0,0,0,0,0,0,0,0
librettists,0,1,0,0,0,0,0,0,0,0,0,0
chuckle,1,2,0,0,0,0,0,0,0,0,0,0
autumnal,0,0,0,1,0,0,0,0,0,0,0,0
hats,0,7,0,0,0,0,0,0,0,0,0,0
ahem,0,0,0,0,0,0,0,0,0,1,0,0
traveling,14,0,0,0,0,0,0,0,0,0,0,0
solemnly,0,0,0,0,6,0,0,0,0,0,0,0
Carla's,0,1,0,0,0,0,0,0,0,0,0,0
traversed,4,0,0,0,0,0,0,0,0,0,0,0
kingdoms,0,1,0,0,0,0,0,0,0,0,0,0
consolidated,5,0,0,0,0,0,0,0,0,0,0,0
assert,14,0,0,0,0,0,0,0,0,0,0,0
sexually,0,0,0,0,3,0,0,0,0,0,0,0
statistical,0,0,0,8,0,0,0,0,0,0,0,0
analyses,0,11,0,0,0,0,0,0,0,0,0,0
anxiety,0,26,0,0,0,0,0,0,0,0,0,0
Tables,0,3,0,0,0,0,0,0,0,0,0,0
Marty's,0,1,0,0,0,0,0,0,0,0,0,0
skipped,6,0,0,0,0,0,0,0,0,0,0,0
conceived,20,0,0,0,0,0,0,0,0,0,0,0
leave-taking,0,2,0,0,0,0,0,0,0,0,0,0
gathering-in,0,1,0,0,0,0,0,0,0,0,0,0
bevor,0,0,0,0,0,0,0,0,0,0,1,0
Nacht,0,0,0,0,0,0,0,0,0,0,2,0
sinkt,0,0,0,0,0,0,0,0,0,0,1,0
eine,0,0,0,0,0,0,0,0,0,0,1,0
lange,0,0,0,0,0,0,0,0,0,0,1,0
vielleicht,0,0,0,0,0,0,0,0,0,0,1,0
und,0,0,0,0,0,0,0,0,0,0,2,0
ein,0,0,0,0,0,0,0,0,0,0,2,0
tiefes,0,0,0,0,0,0,0,0,0,0,1,0
Vergessen,0,0,0,0,0,0,0,0,0,0,1,0
Decca,0,3,0,0,0,0,0,0,0,0,0,0
impart,4,0,0,0,0,0,0,0,0,0,0,0
pledges,0,3,0,0,0,0,0,0,0,0,0,0
junta,0,2,0,0,0,0,0,0,0,0,0,0
Menderes,0,2,0,0,0,0,0,0,0,0,0,0
pardoned,1,0,0,0,0,0,0,0,0,0,0,0
fish,0,21,0,0,0,0,0,0,0,0,0,0
ground-level,0,1,0,0,0,0,0,0,0,0,0,0
digesting,2,0,0,0,0,0,0,0,0,0,0,0
thoughtful,0,0,0,8,0,0,0,0,0,0,0,0
See-through,0,0,0,1,0,0,0,0,0,0,0,0
nostalgic,0,0,0,3,0,0,0,0,0,0,0,0
Oriental,0,0,0,12,0,0,0,0,0,0,0,0
shoji,0,1,0,0,0,0,0,0,0,0,0,0
flavor,0,10,0,0,0,0,0,0,0,0,0,0
$650,0,1,0,0,0,0,0,0,0,0,0,0
"$1,000",0,10,0,0,0,0,0,0,0,0,0,0
Anybody,0,2,0,0,0,0,0,0,0,0,0,0
contagious,0,0,0,2,0,0,0,0,0,0,0,0
renewed,10,0,0,0,0,0,0,0,0,0,0,0
five-year,0,0,0,3,0,0,0,0,0,0,0,0
1925,0,0,0,0,0,0,0,0,8,0,0,0
discount,2,5,0,0,0,0,0,0,0,0,0,0
reserve,6,13,0,0,0,0,0,0,0,0,0,0
banking,1,0,0,0,0,0,0,0,0,0,0,0
dwelling,4,3,0,0,0,0,0,0,0,0,0,0
eighteenth,0,0,0,12,0,0,0,0,0,0,0,0
Plant,0,3,0,0,0,0,0,0,0,0,0,0
Lolotte,0,7,0,0,0,0,0,0,0,0,0,0
tollhouse,0,1,0,0,0,0,0,0,0,0,0,0
Afternoon,0,1,0,0,0,0,0,0,0,0,0,0
Investors,0,5,0,0,0,0,0,0,0,0,0,0
breathed,6,0,0,0,0,0,0,0,0,0,0,0
acrobatic,0,0,0,1,0,0,0,0,0,0,0,0
dancer,0,23,0,0,0,0,0,0,0,0,0,0
magician,0,3,0,0,0,0,0,0,0,0,0,0
seller,0,4,0,0,0,0,0,0,0,0,0,0
Maneuvers,0,1,0,0,0,0,0,0,0,0,0,0
garrison,0,1,0,0,0,0,0,0,0,0,0,0
clearer,0,0,0,10,0,0,0,0,0,0,0,0
teachings,0,3,0,0,0,0,0,0,0,0,0,0
reads,7,0,0,0,0,0,0,0,0,0,0,0
Jordan,0,3,0,0,0,0,0,0,0,0,0,0
Galilee,0,2,0,0,0,0,0,0,0,0,0,0
nastiest,0,0,0,1,0,0,0,0,0,0,0,0
continent,0,7,0,0,0,0,0,0,0,0,0,0
quirt,0,5,0,0,0,0,0,0,0,0,0,0
slashing,2,0,0,0,0,0,0,0,0,0,0,0
cheek,0,12,0,0,0,0,0,0,0,0,0,0
Combine,3,0,0,0,0,0,0,0,0,0,0,0
ingredients,0,6,0,0,0,0,0,0,0,0,0,0
loaded,12,0,0,0,0,0,0,0,0,0,0,0
Jinny,0,1,0,0,0,0,0,0,0,0,0,0
purchased,15,0,0,0,0,0,0,0,0,0,0,0
fringe,0,10,0,0,0,0,0,0,0,0,0,0
bearded,5,0,0,3,0,0,0,0,0,0,0,0
heights,0,10,0,0,0,0,0,0,0,0,0,0
sandy,0,0,0,4,0,0,0,0,0,0,0,0
hayfields,0,1,0,0,0,0,0,0,0,0,0,0
Treat,2,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,51,0,0,0
Stains,0,1,0,0,0,0,0,0,0,0,0,0
nonparticulate,0,0,0,1,0,0,0,0,0,0,0,0
concentration,0,37,0,0,0,0,0,0,0,0,0,0
object,9,39,0,0,0,0,0,0,0,0,0,0
probability,0,27,0,0,0,0,0,0,0,0,0,0
attainment,0,8,0,0,0,0,0,0,0,0,0,0
pondering,2,0,0,0,0,0,0,0,0,0,0,0
linguistics,0,3,0,0,0,0,0,0,0,0,0,0
assail,3,0,0,0,0,0,0,0,0,0,0,0
jabbing,2,0,0,0,0,0,0,0,0,0,0,0
poetry-and-jazz,0,3,0,0,0,0,0,0,0,0,0,0
Kenneth,0,5,0,0,0,0,0,0,0,0,0,0
Rexroth's,0,1,0,0,0,0,0,0,0,0,0,0
illiterate,0,0,0,4,0,0,0,0,0,0,0,0
boors,0,1,0,0,0,0,0,0,0,0,0,0
conscripted,1,0,0,0,0,0,0,0,0,0,0,0
Czarina's,0,3,0,0,0,0,0,0,0,0,0,0
Suvorov,0,6,0,0,0,0,0,0,0,0,0,0
fitness,0,4,0,0,0,0,0,0,0,0,0,0
Toynbee,0,7,0,0,0,0,0,0,0,0,0,0
justice,0,49,0,0,0,0,0,0,0,0,0,0
remarked,25,0,0,0,0,0,0,0,0,0,0,0
instances,0,16,0,0,0,0,0,0,0,0,0,0
telepathically,0,0,0,0,1,0,0,0,0,0,0,0
Accordingly,0,0,0,0,13,0,0,0,0,0,0,0
