,contSpam,contHam
heron,0.0,0.0002072538860103627
lindsay,0.0,0.0002072538860103627
ptbo,0.0,0.000621761658031088
sighs,0.0,0.0010362694300518134
brings,0.0013386880856760374,0.0008290155440414508
payasam,0.0,0.0002072538860103627
rinu,0.0,0.0002072538860103627
becaus,0.0,0.0002072538860103627
hes,0.0,0.0004145077720207254
mistake,0.0013386880856760374,0.001450777202072539
prabu,0.0,0.0002072538860103627
project,0.0,0.002901554404145078
taught,0.0,0.0002072538860103627
verifying,0.0,0.0002072538860103627
body,0.0,0.001243523316062176
followin,0.0,0.0002072538860103627
guide,0.0,0.0010362694300518134
ovulation,0.0,0.0004145077720207254
quite,0.0,0.007253886010362694
reason,0.0,0.002901554404145078
relax,0.0,0.001243523316062176
repairs,0.0,0.0002072538860103627
slow,0.0013386880856760374,0.002072538860103627
tests,0.0,0.000621761658031088
couple,0.0013386880856760374,0.002487046632124352
wallet,0.0,0.0002072538860103627
leave,0.002677376171352075,0.010984455958549223
945,0.0,0.0002072538860103627
6months,0.002677376171352075,0.0002072538860103627
n9dx,0.002677376171352075,0.0
phones,0.01606425702811245,0.0002072538860103627
licks,0.0,0.0004145077720207254
owl,0.0,0.0002072538860103627
mm,0.0,0.002072538860103627
08000938767,0.004016064257028112,0.0
4mths,0.004016064257028112,0.0
mobilesdirect,0.004016064257028112,0.0
or2stoptxt,0.004016064257028112,0.0
rental,0.01606425702811245,0.0
having,0.0,0.008704663212435234
huh,0.0,0.004145077720207254
intro,0.0,0.0010362694300518134
kickboxing,0.0,0.0002072538860103627
pilates,0.0,0.001243523316062176
sat,0.002677376171352075,0.005803108808290156
days,0.01606425702811245,0.0062176165803108805
lap,0.0,0.0002072538860103627
office,0.0013386880856760374,0.0062176165803108805
shut,0.0,0.000621761658031088
30ish,0.0,0.0004145077720207254
bout,0.0013386880856760374,0.0031088082901554403
calculated,0.0,0.0002072538860103627
current,0.002677376171352075,0.000621761658031088
performance,0.0,0.0002072538860103627
period,0.0,0.000621761658031088
actually,0.0,0.006632124352331606
rock,0.0013386880856760374,0.0016580310880829016
ass,0.0,0.002694300518134715
business,0.0,0.000621761658031088
facebook,0.0,0.0016580310880829016
picture,0.0013386880856760374,0.0004145077720207254
pictures,0.0,0.0010362694300518134
putting,0.0,0.001243523316062176
al,0.0,0.0016580310880829016
god,0.0013386880856760374,0.007875647668393783
grace,0.0,0.0004145077720207254
india,0.0013386880856760374,0.0022797927461139897
inshah,0.0,0.0004145077720207254
salam,0.0,0.0004145077720207254
sharing,0.0,0.0004145077720207254
visitor,0.0,0.0002072538860103627
wahleykkum,0.0,0.0002072538860103627
administrator,0.0,0.0002072538860103627
change,0.0,0.004559585492227979
field,0.0,0.0004145077720207254
quickly,0.0,0.000621761658031088
150pw,0.0013386880856760374,0.0
1st,0.03346720214190094,0.0022797927461139897
2814032,0.0013386880856760374,0.0
3x,0.0013386880856760374,0.0
87131,0.004016064257028112,0.0
nd,0.0013386880856760374,0.0004145077720207254
poly,0.022757697456492636,0.0
tone,0.05622489959839357,0.0
chechi,0.0,0.000621761658031088
cream,0.0,0.0008290155440414508
shipped,0.0,0.0004145077720207254
burning,0.0,0.0004145077720207254
loxahatchee,0.0,0.0004145077720207254
starts,0.00535475234270415,0.0010362694300518134
tree,0.0,0.0008290155440414508
yep,0.0,0.0022797927461139897
stoners,0.0,0.0002072538860103627
darlings,0.0,0.0004145077720207254
disastrous,0.0,0.0002072538860103627
fav,0.0013386880856760374,0.0002072538860103627
pm,0.0107095046854083,0.0022797927461139897
slightly,0.0,0.0004145077720207254
stay,0.004016064257028112,0.004145077720207254
wld,0.0,0.0004145077720207254
drink,0.0,0.0037305699481865284
busetop,0.0,0.0002072538860103627
fullonsms,0.0,0.001243523316062176
sender,0.0013386880856760374,0.0004145077720207254
iron,0.0,0.0002072538860103627
thing,0.0013386880856760374,0.012642487046632124
blah,0.0,0.0002072538860103627
den,0.0,0.005803108808290156
jiu,0.0,0.0010362694300518134
okies,0.0,0.0002072538860103627
skip,0.0013386880856760374,0.0004145077720207254
yan,0.0,0.0010362694300518134
bring,0.0,0.004974093264248704
wendy,0.0,0.0002072538860103627
09064012103,0.0013386880856760374,0.0
box334sk38ch,0.002677376171352075,0.0
dating,0.022757697456492636,0.0
whatsup,0.0,0.0004145077720207254
goal,0.0013386880856760374,0.0002072538860103627
250,0.024096385542168676,0.0
80086,0.002677376171352075,0.0
competition,0.004016064257028112,0.000621761658031088
txttowin,0.002677376171352075,0.0
head,0.0,0.003937823834196891
07123456789,0.002677376171352075,0.0
adam,0.002677376171352075,0.0
ads,0.002677376171352075,0.0
eve,0.006693440428380187,0.002901554404145078
heart,0.004016064257028112,0.008290155440414507
logo,0.006693440428380187,0.0
mobno,0.002677376171352075,0.0
name1,0.002677376171352075,0.0
name2,0.002677376171352075,0.0
names,0.002677376171352075,0.0002072538860103627
pobox36504w45wq,0.006693440428380187,0.0
txtno,0.002677376171352075,0.0
yahoo,0.002677376171352075,0.001243523316062176
09111032124,0.0013386880856760374,0.0
contacted,0.006693440428380187,0.0
pobox12n146tf150p,0.0013386880856760374,0.0
aha,0.0,0.0016580310880829016
hostel,0.0,0.0010362694300518134
siva,0.0,0.0004145077720207254
09058094455,0.0013386880856760374,0.0
3030,0.0107095046854083,0.0
land,0.024096385542168676,0.0
attitude,0.0,0.0002072538860103627
attractive,0.0,0.0002072538860103627
expression,0.0,0.0004145077720207254
ful,0.0,0.000621761658031088
funny,0.0,0.0016580310880829016
irritating,0.0,0.000621761658031088
rowdy,0.0,0.0002072538860103627
sentiment,0.0,0.0002072538860103627
speaking,0.0,0.0004145077720207254
voice,0.0,0.002072538860103627
aathi,0.0,0.001243523316062176
urination,0.0,0.0002072538860103627
esplanade,0.0,0.0008290155440414508
giving,0.0013386880856760374,0.001450777202072539
lift,0.0,0.001450777202072539
mind,0.002677376171352075,0.008082901554404146
amt,0.0,0.0010362694300518134
arng,0.0,0.000621761658031088
bmw,0.0,0.000621761658031088
hv,0.0,0.0010362694300518134
lacs,0.0,0.000621761658031088
shortage,0.0,0.000621761658031088
source,0.0,0.000621761658031088
urgently,0.0,0.000621761658031088
vry,0.0,0.001243523316062176
wnt,0.0,0.001243523316062176
fucking,0.0,0.0031088082901554403
respond,0.0013386880856760374,0.0008290155440414508
09066382422,0.002677376171352075,0.0
300603,0.002677376171352075,0.0
3650,0.002677376171352075,0.0
3mins,0.00535475234270415,0.0
bcm4284,0.002677376171352075,0.0
ldn,0.013386880856760375,0.0
vary,0.008032128514056224,0.0
wc1n3xx,0.00535475234270415,0.0
booked,0.0,0.002072538860103627
ticket,0.0013386880856760374,0.0008290155440414508
hillsborough,0.0,0.0002072538860103627
th,0.0,0.0022797927461139897
askin,0.0,0.001243523316062176
dollars,0.0,0.0010362694300518134
shoul,0.0,0.0002072538860103627
iouri,0.0,0.000621761658031088
applebees,0.0,0.0004145077720207254
gd,0.0,0.0037305699481865284
journey,0.0,0.0008290155440414508
bhaji,0.0,0.0004145077720207254
cricketer,0.0,0.0004145077720207254
sachin,0.0,0.000621761658031088
tough,0.0,0.001450777202072539
supposed,0.0,0.0022797927461139897
din,0.0,0.0016580310880829016
group,0.0,0.001243523316062176
oic,0.0,0.000621761658031088
tot,0.0,0.004352331606217617
doin,0.0,0.002487046632124352
foundurself,0.0,0.0002072538860103627
gorgeous,0.0,0.0008290155440414508
howdy,0.0,0.0002072538860103627
howu,0.0,0.0002072538860103627
jen,0.0,0.0008290155440414508
jobyet,0.0,0.0002072538860103627
monkeespeople,0.0,0.0002072538860103627
monkeyaround,0.0,0.0002072538860103627
sausage,0.0,0.0002072538860103627
werethe,0.0,0.0002072538860103627
blimey,0.0,0.0002072538860103627
exercise,0.0,0.0002072538860103627
kinda,0.0013386880856760374,0.0016580310880829016
concentration,0.0,0.0002072538860103627
hanks,0.0,0.0002072538860103627
lotsly,0.0,0.0002072538860103627
acc,0.0,0.0010362694300518134
transfer,0.0,0.000621761658031088
improve,0.0,0.0004145077720207254
optimistic,0.0,0.0002072538860103627
1956669,0.004016064257028112,0.0
75,0.004016064257028112,0.0
homeowners,0.004016064257028112,0.0
loan,0.00535475234270415,0.0010362694300518134
previously,0.004016064257028112,0.0
purpose,0.00535475234270415,0.0
refused,0.00535475234270415,0.0
tenants,0.00535475234270415,0.0
welcome,0.013386880856760375,0.0008290155440414508
oreo,0.0,0.0004145077720207254
si,0.0,0.000621761658031088
truffles,0.0,0.0004145077720207254
amy,0.0013386880856760374,0.0002072538860103627
beautiful,0.0,0.003937823834196891
intelligent,0.0,0.0008290155440414508
ure,0.0,0.0008290155440414508
woman,0.0013386880856760374,0.0008290155440414508
asking,0.0,0.0022797927461139897
consistently,0.0,0.0002072538860103627
ears,0.0,0.0002072538860103627
kind,0.0,0.003316062176165803
links,0.0,0.0002072538860103627
practicum,0.0,0.0002072538860103627
result,0.0,0.0008290155440414508
ttyl,0.0,0.001243523316062176
bad,0.0013386880856760374,0.006424870466321244
isnt,0.0,0.001243523316062176
coping,0.0,0.0004145077720207254
decisions,0.0,0.0004145077720207254
different,0.0,0.002072538860103627
feeling,0.002677376171352075,0.004145077720207254
heal,0.0,0.0002072538860103627
individual,0.0,0.0004145077720207254
wavering,0.0,0.0002072538860103627
gives,0.0,0.001243523316062176
reasons,0.0,0.0008290155440414508
0207,0.004016064257028112,0.0
153,0.002677376171352075,0.0
26th,0.0013386880856760374,0.0002072538860103627
9153,0.0013386880856760374,0.0
july,0.002677376171352075,0.0002072538860103627
opt,0.022757697456492636,0.0
upgrdcentre,0.0013386880856760374,0.0
railway,0.0,0.000621761658031088
doggy,0.0,0.000621761658031088
enjoy,0.014725568942436412,0.006010362694300518
fave,0.0,0.000621761658031088
oral,0.0,0.0002072538860103627
position,0.0,0.0004145077720207254
princess,0.0,0.006632124352331606
receiving,0.002677376171352075,0.0004145077720207254
style,0.0,0.0016580310880829016
roads,0.0,0.000621761658031088
slippery,0.0,0.0002072538860103627
bike,0.0,0.0002072538860103627
language,0.0,0.0004145077720207254
09061743806,0.002677376171352075,0.0
box326,0.002677376171352075,0.0
cw25wx,0.00535475234270415,0.0
dave,0.002677376171352075,0.0002072538860103627
notice,0.004016064257028112,0.0008290155440414508
okmail,0.0013386880856760374,0.0
sae,0.028112449799196786,0.0
tcs,0.00535475234270415,0.0
tenerife,0.009370816599732263,0.0
screamed,0.0,0.0004145077720207254
9ja,0.0,0.000621761658031088
banks,0.0,0.000621761658031088
charges,0.002677376171352075,0.0004145077720207254
details,0.0107095046854083,0.003937823834196891
differ,0.0,0.0002072538860103627
enters,0.0,0.0002072538860103627
flat,0.0,0.0010362694300518134
remove,0.00535475234270415,0.001450777202072539
removed,0.0013386880856760374,0.0002072538860103627
transfered,0.0,0.000621761658031088
69888nyt,0.0013386880856760374,0.0
moan,0.0013386880856760374,0.0010362694300518134
9t,0.0,0.000621761658031088
broken,0.0,0.0004145077720207254
cum,0.006693440428380187,0.0018652849740932642
infront,0.0,0.0004145077720207254
wise,0.0,0.000621761658031088
machi,0.0,0.0002072538860103627
tension,0.0,0.0004145077720207254
8th,0.0,0.001450777202072539
mcr,0.0,0.0002072538860103627
thinking,0.0,0.003937823834196891
sec,0.0,0.0010362694300518134
taste,0.0,0.0004145077720207254
falconerf,0.0,0.0002072538860103627
fb,0.0,0.001243523316062176
jaykwon,0.0,0.0002072538860103627
thuglyfe,0.0,0.0002072538860103627
07781482378,0.002677376171352075,0.0
activate,0.006693440428380187,0.0002072538860103627
conditions,0.00535475234270415,0.0002072538860103627
terms,0.0107095046854083,0.0004145077720207254
visit,0.009370816599732263,0.0018652849740932642
boye,0.0,0.000621761658031088
depends,0.0,0.001450777202072539
faded,0.0,0.0002072538860103627
glory,0.0,0.0002072538860103627
ralphs,0.0,0.0002072538860103627
dry,0.0,0.0008290155440414508
trade,0.0,0.0004145077720207254
reunion,0.0,0.0002072538860103627
meh,0.0,0.0018652849740932642
monday,0.0,0.0022797927461139897
nope,0.0,0.0031088082901554403
accenture,0.0,0.0002072538860103627
7ish,0.0,0.0004145077720207254
center,0.002677376171352075,0.0004145077720207254
jackson,0.0,0.0002072538860103627
rec,0.0013386880856760374,0.0002072538860103627
reache,0.0,0.0002072538860103627
dificult,0.0,0.000621761658031088
fighting,0.0,0.0010362694300518134
fightng,0.0,0.000621761658031088
lose,0.0013386880856760374,0.0022797927461139897
some1,0.0,0.0010362694300518134
nuerologist,0.0,0.0002072538860103627
fish,0.0,0.000621761658031088
lolnice,0.0,0.0002072538860103627
water,0.0,0.002072538860103627
08718727868,0.002677376171352075,0.0
09050002311,0.002677376171352075,0.0
123,0.004016064257028112,0.0
1450,0.004016064257028112,0.0
b4280703,0.002677376171352075,0.0
bored,0.00535475234270415,0.003937823834196891
outside,0.0,0.0031088082901554403
hyde,0.0,0.0004145077720207254
near,0.0,0.0018652849740932642
park,0.0013386880856760374,0.002487046632124352
village,0.0013386880856760374,0.000621761658031088
westshore,0.0,0.0002072538860103627
anthony,0.0,0.0004145077720207254
bringing,0.0013386880856760374,0.000621761658031088
fees,0.0,0.000621761658031088
rent,0.0,0.0018652849740932642
significance,0.0,0.0002072538860103627
character,0.0,0.001243523316062176
jada,0.0,0.0008290155440414508
kusruthi,0.0,0.0008290155440414508
matured,0.0,0.0008290155440414508
opinion,0.0,0.0016580310880829016
silent,0.0,0.0018652849740932642
simple,0.0013386880856760374,0.002072538860103627
spl,0.0,0.0010362694300518134
stylish,0.0,0.0010362694300518134
ak,0.0,0.0002072538860103627
ammo,0.0,0.0002072538860103627
scrounge,0.0,0.0004145077720207254
frm,0.0,0.002694300518134715
prabha,0.0,0.0008290155440414508
realy,0.0,0.001450777202072539
sory,0.0,0.000621761658031088
soryda,0.0,0.000621761658031088
forgiven,0.0,0.0004145077720207254
jst,0.0013386880856760374,0.0010362694300518134
tat,0.0,0.001243523316062176
40gb,0.008032128514056224,0.0
83355,0.006693440428380187,0.0
ibhltd,0.004016064257028112,0.0
ipod,0.01606425702811245,0.0
ldnw15h,0.004016064257028112,0.0
mp3,0.006693440428380187,0.0004145077720207254
mtmsgrcvd18,0.00535475234270415,0.0
boltblue,0.0013386880856760374,0.0
cha,0.0013386880856760374,0.0004145077720207254
jamz,0.0013386880856760374,0.0
mono,0.004016064257028112,0.0
poly3,0.0013386880856760374,0.0
slide,0.0013386880856760374,0.0002072538860103627
toxic,0.0013386880856760374,0.0
bubbletext,0.0013386880856760374,0.0
pin,0.0013386880856760374,0.0010362694300518134
renewal,0.0013386880856760374,0.0002072538860103627
tgxxrz,0.0013386880856760374,0.0
topped,0.0013386880856760374,0.0
bday,0.0,0.0008290155440414508
booking,0.0013386880856760374,0.0004145077720207254
definite,0.0,0.0004145077720207254
fri,0.002677376171352075,0.0022797927461139897
nos,0.0013386880856760374,0.0002072538860103627
problematic,0.0,0.0002072538860103627
transport,0.0,0.0004145077720207254
abnormally,0.0,0.0002072538860103627
adults,0.0,0.0002072538860103627
behave,0.0,0.000621761658031088
children,0.004016064257028112,0.001243523316062176
unconscious,0.0,0.0002072538860103627
ebay,0.0,0.0004145077720207254
pickle,0.0,0.0004145077720207254
tacos,0.0,0.0004145077720207254
campus,0.0,0.001243523316062176
rude,0.004016064257028112,0.0002072538860103627
02,0.0107095046854083,0.0
0871,0.004016064257028112,0.0
09,0.004016064257028112,0.0
872,0.002677376171352075,0.0
9755,0.0013386880856760374,0.0
attempt,0.029451137884872823,0.0004145077720207254
box95qu,0.004016064257028112,0.0
mas,0.0,0.0008290155440414508
00,0.013386880856760375,0.0
08717898035,0.004016064257028112,0.0
150,0.024096385542168676,0.0
85023,0.009370816599732263,0.0
member,0.008032128514056224,0.0004145077720207254
offers,0.01606425702811245,0.0002072538860103627
savamob,0.0107095046854083,0.0
sub,0.0107095046854083,0.0004145077720207254
unsub,0.009370816599732263,0.0
lady,0.0,0.001243523316062176
pretty,0.0,0.0031088082901554403
single,0.0013386880856760374,0.001243523316062176
24hrs,0.002677376171352075,0.0
channel,0.0013386880856760374,0.0002072538860103627
pg,0.0013386880856760374,0.0002072538860103627
recieve,0.0013386880856760374,0.0
teletext,0.0013386880856760374,0.0
faggot,0.0,0.0002072538860103627
04,0.01606425702811245,0.0
07815296484,0.0013386880856760374,0.0
08718738001,0.002677376171352075,0.0
2003,0.01740294511378849,0.0
41782,0.0013386880856760374,0.0
800,0.029451137884872823,0.0
redeemed,0.01606425702811245,0.0
bani,0.0,0.0002072538860103627
hoping,0.0,0.0018652849740932642
l8r,0.0,0.001243523316062176
malaria,0.0,0.000621761658031088
kiss,0.0,0.005803108808290156
leads,0.0,0.0002072538860103627
passionate,0.0,0.0008290155440414508
sea,0.0,0.0031088082901554403
probably,0.0,0.006839378238341969
buttons,0.0,0.0002072538860103627
fat,0.0,0.001450777202072539
fingers,0.0,0.0016580310880829016
returns,0.0,0.0010362694300518134
ummmmmaah,0.0,0.000621761658031088
tirupur,0.0,0.000621761658031088
2stop,0.002677376171352075,0.0
50p,0.0107095046854083,0.0
age16,0.012048192771084338,0.0
applausestore,0.0013386880856760374,0.0
csc,0.0013386880856760374,0.0
max6,0.0013386880856760374,0.0
monthlysubscription,0.0013386880856760374,0.0
web,0.002677376171352075,0.0
ability,0.0,0.0004145077720207254
confidence,0.0,0.0008290155440414508
develop,0.0,0.0004145077720207254
famous,0.0,0.0002072538860103627
listen,0.002677376171352075,0.0022797927461139897
losing,0.0,0.0008290155440414508
married,0.002677376171352075,0.0010362694300518134
quote,0.0013386880856760374,0.0008290155440414508
self,0.002677376171352075,0.001450777202072539
temper,0.0,0.0002072538860103627
unconditionally,0.0,0.0002072538860103627
bash,0.0,0.0002072538860103627
oclock,0.0,0.0002072538860103627
cooped,0.0,0.0002072538860103627
recovery,0.0,0.0004145077720207254
bloke,0.0013386880856760374,0.0004145077720207254
cali,0.0,0.0004145077720207254
english,0.0,0.0010362694300518134
hotel,0.002677376171352075,0.0010362694300518134
invitation,0.0,0.0002072538860103627
weddin,0.0,0.0002072538860103627
omw,0.0,0.001450777202072539
alibi,0.0,0.0002072538860103627
btw,0.0,0.0010362694300518134
cutting,0.0,0.0004145077720207254
cage,0.0,0.0002072538860103627
cock,0.0013386880856760374,0.0004145077720207254
cuck,0.0,0.0002072538860103627
owns,0.0,0.0004145077720207254
paces,0.0,0.0002072538860103627
reminding,0.0,0.0004145077720207254
sink,0.0,0.0002072538860103627
surrounded,0.0,0.0002072538860103627
deficient,0.0,0.0002072538860103627
hurry,0.0013386880856760374,0.001243523316062176
acknowledgement,0.0,0.0002072538860103627
astoundingly,0.0,0.0002072538860103627
blood,0.0,0.0016580310880829016
demand,0.0,0.0004145077720207254
faggy,0.0,0.0004145077720207254
fo,0.0,0.0004145077720207254
generally,0.0,0.000621761658031088
oath,0.0,0.0002072538860103627
tactless,0.0,0.0002072538860103627
loose,0.0,0.0004145077720207254
magic,0.0,0.0002072538860103627
milk,0.0,0.0008290155440414508
warm,0.002677376171352075,0.0016580310880829016
cheap,0.00535475234270415,0.001243523316062176
likely,0.0,0.000621761658031088
pan,0.0,0.0002072538860103627
silly,0.0,0.0002072538860103627
causes,0.0,0.0002072538860103627
essential,0.0,0.0008290155440414508
mutations,0.0,0.0002072538860103627
sunscreen,0.0,0.0002072538860103627
thesedays,0.0,0.0002072538860103627
uv,0.0,0.0002072538860103627
online,0.0,0.004559585492227979
pics,0.014725568942436412,0.001450777202072539
aiyo,0.0,0.001243523316062176
bao,0.0,0.0002072538860103627
fast,0.0013386880856760374,0.0031088082901554403
gee,0.0,0.001450777202072539
mei,0.0,0.0004145077720207254
sugardad,0.0,0.0002072538860103627
workin,0.0,0.001450777202072539
brownie,0.0,0.0002072538860103627
barely,0.0,0.001243523316062176
geeeee,0.0,0.0004145077720207254
fuck,0.0,0.005595854922279792
2mrw,0.0,0.0010362694300518134
american,0.0,0.000621761658031088
callin,0.0,0.000621761658031088
freek,0.0,0.0002072538860103627
icky,0.0,0.0002072538860103627
ninish,0.0,0.0002072538860103627
ey,0.0,0.0004145077720207254
oooh,0.0,0.0004145077720207254
ridden,0.0,0.0002072538860103627
gym,0.0,0.002487046632124352
smiles,0.0,0.0010362694300518134
daddy,0.0,0.0016580310880829016
dick,0.0013386880856760374,0.0004145077720207254
scream,0.0,0.001243523316062176
missy,0.0,0.0002072538860103627
clean,0.0,0.002072538860103627
mum,0.0,0.003937823834196891
sch,0.0,0.004145077720207254
yar,0.0,0.002694300518134715
goggles,0.0,0.0002072538860103627
lab,0.0,0.0008290155440414508
door,0.0013386880856760374,0.001450777202072539
call09050000327,0.002677376171352075,0.0
arguing,0.0,0.0002072538860103627
09050005321,0.0013386880856760374,0.0
claims,0.002677376171352075,0.0
arngd,0.0,0.0002072538860103627
bite,0.0,0.0004145077720207254
bites,0.0,0.0002072538860103627
dancing,0.0,0.0004145077720207254
frnt,0.0,0.0002072538860103627
marriage,0.0,0.001243523316062176
sayin,0.0,0.0002072538860103627
snake,0.0,0.0004145077720207254
unfortuntly,0.0,0.0002072538860103627
walkin,0.0,0.0002072538860103627
izzit,0.0,0.001450777202072539
08002988890,0.0013386880856760374,0.0
textand,0.0013386880856760374,0.0
kids,0.0,0.0016580310880829016
wife,0.0013386880856760374,0.004559585492227979
jjc,0.0,0.0002072538860103627
tendencies,0.0,0.0002072538860103627
headache,0.0,0.000621761658031088
em,0.0013386880856760374,0.0018652849740932642
jazz,0.0,0.0010362694300518134
quit,0.0,0.0008290155440414508
yogasana,0.0,0.0010362694300518134
gotany,0.0,0.0002072538860103627
hardly,0.0,0.0004145077720207254
meive,0.0,0.0002072538860103627
srsly,0.0,0.0002072538860103627
yi,0.0,0.0002072538860103627
08715705022,0.00535475234270415,0.0
1x150p,0.006693440428380187,0.0
80878,0.004016064257028112,0.0
spree,0.009370816599732263,0.0
08712402050,0.002677376171352075,0.0
10ppm,0.002677376171352075,0.0
ag,0.002677376171352075,0.0
lines,0.002677376171352075,0.0002072538860103627
pound,0.008032128514056224,0.0004145077720207254
promo,0.002677376171352075,0.0
07753741225,0.0013386880856760374,0.0
08715203677,0.0013386880856760374,0.0
24,0.00535475234270415,0.0
42478,0.0013386880856760374,0.0
grand,0.0,0.0008290155440414508
prix,0.0,0.0002072538860103627
nitz,0.0,0.0002072538860103627
stands,0.0,0.0002072538860103627
0825,0.002677376171352075,0.0
542,0.00535475234270415,0.0
announcement,0.008032128514056224,0.0
exhausted,0.0,0.000621761658031088
pie,0.0,0.0008290155440414508
train,0.0,0.0018652849740932642
ar,0.0,0.0016580310880829016
present,0.0,0.001450777202072539
blastin,0.0,0.0002072538860103627
indian,0.0,0.001243523316062176
occur,0.0,0.0002072538860103627
ocean,0.0,0.0002072538860103627
rajnikant,0.0,0.0002072538860103627
stopped,0.0,0.0010362694300518134
swimming,0.0,0.000621761658031088
tsunamis,0.0,0.0004145077720207254
noon,0.0,0.0022797927461139897
07880867867,0.0013386880856760374,0.0
07946746291,0.0013386880856760374,0.0
28,0.008032128514056224,0.0
2morow,0.0013386880856760374,0.0004145077720207254
clubsaisai,0.0013386880856760374,0.0
ladies,0.004016064257028112,0.000621761658031088
nichols,0.0013386880856760374,0.0004145077720207254
paris,0.004016064257028112,0.0
roses,0.0013386880856760374,0.0
soiree,0.0013386880856760374,0.0002072538860103627
speciale,0.0013386880856760374,0.0
xclusive,0.0013386880856760374,0.0
zouk,0.0013386880856760374,0.0
banter,0.0,0.0002072538860103627
bridgwater,0.0,0.0002072538860103627
neva,0.0,0.003523316062176166
imma,0.0,0.001243523316062176
somethin,0.0,0.0010362694300518134
22,0.0013386880856760374,0.0002072538860103627
83222,0.004016064257028112,0.0
daily,0.00535475234270415,0.0004145077720207254
euro2004,0.006693440428380187,0.0
results,0.004016064257028112,0.0004145077720207254
answers,0.0,0.0008290155440414508
game,0.0107095046854083,0.002487046632124352
ques,0.0,0.0004145077720207254
suits,0.0,0.0004145077720207254
valentine,0.0013386880856760374,0.001243523316062176
dependents,0.0,0.0002072538860103627
cer,0.0,0.0002072538860103627
thanx4,0.0,0.0002072538860103627
future,0.00535475234270415,0.000621761658031088
aunties,0.0,0.0002072538860103627
beauties,0.0,0.0002072538860103627
handsomes,0.0,0.0002072538860103627
hundreds,0.0,0.0002072538860103627
uncles,0.0,0.0008290155440414508
leona,0.0,0.0008290155440414508
reaction,0.0,0.0004145077720207254
shock,0.0013386880856760374,0.0002072538860103627
shuhui,0.0,0.001450777202072539
family,0.0,0.004559585492227979
happiness,0.0,0.002487046632124352
friendships,0.0,0.0002072538860103627
grow,0.0,0.0004145077720207254
snow,0.0,0.002487046632124352
weather,0.0,0.001450777202072539
dismay,0.0,0.0002072538860103627
alex,0.0,0.0016580310880829016
concerned,0.0,0.0002072538860103627
pub,0.002677376171352075,0.003316062176165803
bud,0.0,0.0008290155440414508
drinks,0.002677376171352075,0.000621761658031088
useful,0.0,0.0004145077720207254
market,0.0,0.000621761658031088
officially,0.0,0.0004145077720207254
paid,0.0013386880856760374,0.0010362694300518134
pop,0.0,0.000621761658031088
tootsie,0.0,0.0002072538860103627
darren,0.0,0.0022797927461139897
longer,0.0,0.0016580310880829016
25p,0.0107095046854083,0.0
89693,0.002677376171352075,0.0
area,0.009370816599732263,0.0010362694300518134
gaytextbuddy,0.002677376171352075,0.0
postcode,0.004016064257028112,0.0
textbuddy,0.002677376171352075,0.0
09064019014,0.002677376171352075,0.0
4882,0.002677376171352075,0.0
matches,0.008032128514056224,0.0
vodafone,0.008032128514056224,0.0
forwarded,0.00535475234270415,0.0010362694300518134
ml,0.0,0.0002072538860103627
seven,0.0,0.000621761658031088
seventeen,0.0,0.0002072538860103627
80062,0.006693440428380187,0.0
expressoffer,0.002677376171352075,0.0
holder,0.008032128514056224,0.0
pc,0.008032128514056224,0.0004145077720207254
tlp,0.004016064257028112,0.0
ts,0.013386880856760375,0.0
voucher,0.020080321285140562,0.0002072538860103627
weeks,0.012048192771084338,0.001243523316062176
biola,0.0,0.0004145077720207254
sweetheart,0.0,0.0004145077720207254
dad,0.0,0.006010362694300518
fetching,0.0,0.0002072538860103627
login,0.006693440428380187,0.0004145077720207254
restock,0.0,0.0002072538860103627
thanksgiving,0.0,0.000621761658031088
brighten,0.0,0.0002072538860103627
effects,0.0,0.0004145077720207254
sound,0.0013386880856760374,0.0022797927461139897
wee,0.0,0.0004145077720207254
thursday,0.0,0.0010362694300518134
allo,0.0,0.0002072538860103627
braved,0.0,0.0002072538860103627
ham,0.0,0.000621761658031088
jolly,0.0,0.0004145077720207254
taken,0.0,0.0008290155440414508
trains,0.0,0.0004145077720207254
triumphed,0.0,0.0002072538860103627
cartoon,0.0,0.0010362694300518134
church,0.0,0.0008290155440414508
listening,0.0013386880856760374,0.0008290155440414508
temple,0.0,0.0008290155440414508
uncomfortable,0.0,0.0002072538860103627
08715203694,0.0013386880856760374,0.0
31,0.004016064257028112,0.0
40533,0.002677376171352075,0.0
email,0.0013386880856760374,0.003523316062176166
3ss,0.002677376171352075,0.0
rstm,0.002677376171352075,0.0
sw7,0.002677376171352075,0.0
gentle,0.0,0.0008290155440414508
rough,0.0,0.0002072538860103627
sonetimes,0.0,0.0002072538860103627
panic,0.0,0.0004145077720207254
starting,0.00535475234270415,0.0010362694300518134
tuesday,0.0,0.001450777202072539
bet,0.0,0.0008290155440414508
drugs,0.0,0.002072538860103627
hella,0.0,0.0008290155440414508
town,0.004016064257028112,0.00538860103626943
wesleys,0.0,0.0002072538860103627
dealer,0.0,0.0004145077720207254
drug,0.0,0.0010362694300518134
impatient,0.0,0.0004145077720207254
cloud,0.0,0.0002072538860103627
earth,0.0,0.001243523316062176
evng,0.0,0.001243523316062176
river,0.0,0.0004145077720207254
sun,0.0,0.003316062176165803
wikipedia,0.0,0.0002072538860103627
